"TDO2","IDO1","IDO2","AFMID","GOT2","AADAT","KYNU","KMO","QPRT","HAAO","ACMSD","Clase"
8.274,5.34,2.57,9.237,11.37,8.208,9.002,7.391,9.538,7.697,2.757,"TCGA_GM"
8.213,3.624,0,8.255,11.56,8.116,6.776,5.221,9.788,5.26,0.7366,"TCGA_GM"
7.959,4.719,0,9.937,11.84,8.87,6.838,6.68,9.84,5.691,5.042,"TCGA_GM"
7.806,5.583,0,8.633,11.3,7.086,7.967,7.203,9.502,7.117,3.67,"TCGA_GM"
7.667,3.4,0.8449,8.094,11.35,7.817,6.167,4.842,10.88,5.866,3.694,"TCGA_GM"
7.647,1.834,0,8.56,11.72,7.281,6.855,5.905,11.86,6.173,0.7148,"TCGA_GM"
7.636,5.471,0,8.909,11.24,7.246,8.224,6.957,10.8,6.63,0.9581,"TCGA_GM"
7.595,1.891,0,8.603,11.5,8.792,6.074,3.451,10.44,6.264,1.235,"TCGA_GM"
7.572,2.534,0,8.785,10.86,8.124,7.711,5.87,10.92,5.984,1.764,"TCGA_GM"
7.341,4.057,2.046,8.778,12.05,8.691,6.35,5.944,10.44,8.159,4.659,"TCGA_GM"
7.227,6.237,1.734,9.097,11.35,7.809,6.691,6.176,9.291,7.763,2.499,"TCGA_GM"
7.227,5.932,0,9.226,11.89,7.809,8.745,6.077,10.67,7.432,0,"TCGA_GM"
7.112,1.775,0,10.24,11.94,8.673,7.256,6.307,9.576,7.481,1.775,"TCGA_GM"
7.055,4.665,0,8.819,11.96,8.202,7.307,6.895,11.06,7.171,2.826,"TCGA_GM"
6.913,4.911,1.748,9.544,11.44,8.576,8.033,6.909,10.4,7.849,4.13,"TCGA_GM"
6.891,5.139,0,8.394,11.22,8.197,7.44,5.548,10.52,6.736,2.892,"TCGA_GM"
6.819,3.776,0.843,9.424,11.49,8.892,8.069,7.027,10.23,6.271,1.372,"TCGA_GM"
6.782,7.607,0.8089,8.913,12.23,8.314,6.037,4.607,10.12,6.426,0.8089,"TCGA_GM"
6.752,4.491,0.7411,8.707,11.8,9.095,6.226,4.905,8.294,5.72,3.378,"TCGA_GM"
6.597,3.132,0,8.771,12.23,8.945,6.789,6.226,10.51,5.407,2.983,"TCGA_GM"
6.584,3.554,0,9.361,11.69,8.781,6.597,6.281,11.28,9.335,3.554,"TCGA_GM"
6.413,1.381,0,8.885,11.8,8.616,7.7,5.515,10.73,6.543,1.381,"TCGA_GM"
6.365,1.368,0,9.57,11.7,9.336,7.533,5.265,8.905,7.356,3.155,"TCGA_GM"
6.303,1.481,0,8.847,11.89,7.42,7.486,6.158,10.48,6.236,1.883,"TCGA_GM"
6.246,6.03,0,8.986,11.91,7.841,6.819,4.357,11.62,5.821,2.842,"TCGA_GM"
6.24,4.158,1.14,9.773,11.73,9.33,8.014,5.164,7.614,6.674,1.14,"TCGA_GM"
6.185,4.488,0.8675,8.45,11.81,7.728,6.923,5.73,9.357,5.455,2.925,"TCGA_GM"
6.11,4.7,0.8967,8.514,11.62,8.348,7.082,4.655,8.871,5.696,3.503,"TCGA_GM"
6.007,0.9296,0,10.64,11.98,8.291,6.965,6.65,9.899,6.612,2.466,"TCGA_GM"
5.971,3.057,0,8.679,11.43,8.796,4.454,3.14,8.849,6.474,2.049,"TCGA_GM"
5.964,7.839,0.7505,8.763,11.75,8.238,5.916,4.973,9.454,6.099,1.242,"TCGA_GM"
5.747,4.496,1.136,8.96,12.14,8.073,7.013,6.221,11.51,8.086,1.136,"TCGA_GM"
5.744,7.65,0.7436,8.123,11.83,7.822,7.121,5.621,8.443,5.65,1.232,"TCGA_GM"
5.706,3.706,0,8.87,11.77,8.436,6.664,5.397,10.48,8.14,2.812,"TCGA_GM"
5.564,4.318,0,8.382,11.61,7.71,7.491,6.708,11.16,6.968,4.715,"TCGA_GM"
5.473,1.335,0,8.435,11.94,9.348,6.353,4.43,10.65,6.577,2.478,"TCGA_GM"
5.433,6.077,0,9.357,12.17,9.132,6.327,6.852,10.06,5.632,3.645,"TCGA_GM"
5.419,7.132,0.9964,8.665,11.19,8.143,8.505,6.351,10.27,6.532,1.58,"TCGA_GM"
5.058,5.892,0,8.355,11.76,8.704,4.965,4.194,10.42,6.788,2.046,"TCGA_GM"
4.982,0,0,8.495,10.89,9.005,5.628,3.865,8.344,4.42,1.828,"TCGA_GM"
4.856,3.685,5.29,9.565,11.25,8.668,5.914,3.666,12.82,10.41,2.605,"TCGA_GM"
4.774,2.213,0,8.414,11.89,8.503,7.874,7.134,11.33,6.204,0.9329,"TCGA_GM"
4.69,2.225,0.9404,9.319,11.89,8.196,5.553,4.175,8.856,5.787,2.225,"TCGA_GM"
4.585,3.518,0.7629,8.956,11.87,8.8,7.257,5.866,10.03,5.754,3.115,"TCGA_GM"
4.451,1.579,0.9954,9.12,10.81,7.805,4.692,4.906,9.804,4.451,0.9954,"TCGA_GM"
4.437,4.903,0,8.969,10.9,9.344,4.689,4.63,12.11,8.857,4.437,"TCGA_GM"
4.3,4.062,0,8.409,11.76,8.098,6.171,4.508,8.799,6.013,3.084,"TCGA_GM"
4.057,1.625,0,10.36,12.21,8.528,6.519,3.64,9.534,7.279,1.031,"TCGA_GM"
3.666,6.657,0,8.331,11.26,7.506,5.759,5.002,10.38,4.67,1.645,"TCGA_GM"
1.637,4.042,0,9.268,12.25,9.42,5.671,7.619,9,5.205,3.127,"TCGA_GM"
7,0,2.224,9.129,12.82,9.049,3.182,8.323,9.433,3.753,0,"GTEX_Brain"
6.473,0,1.345,9.752,12.62,8.984,4.166,6.386,9.681,5.247,2.491,"GTEX_Brain"
6.404,5.352,6.261,10.87,13.42,9.921,7.587,7.525,10.39,7.093,4.639,"GTEX_Brain"
6.332,0,0,9.44,12.68,9.061,3.089,6.193,8.804,5.376,2.001,"GTEX_Brain"
6.269,0,0,9.199,12.65,8.556,2.603,6.481,9.812,5.19,2.132,"GTEX_Brain"
6.125,0,0,9.495,12.46,9.009,3.2,6.447,9.505,5.446,2.564,"GTEX_Brain"
6.081,2.299,0,9.36,12.55,9.062,3.674,7.438,9.386,5.464,1.854,"GTEX_Brain"
6.071,0,0,9.042,12.64,8.932,4.555,7.293,8.722,5.775,1.807,"GTEX_Brain"
6.067,0,2.433,9.588,11.97,9.356,2.177,6.27,9.092,5.031,2.177,"GTEX_Brain"
5.95,0,0.9424,9.894,12.61,8.6,4.059,5.623,9.114,4.411,2.228,"GTEX_Brain"
5.942,0,0,8.988,12.37,8.753,3.243,7.081,9.529,4.849,1.143,"GTEX_Brain"
5.908,2.541,1.141,9.382,12.33,9.157,3.951,7.077,10.59,5.992,1.77,"GTEX_Brain"
5.896,3.29,0,10.19,11.79,8.975,5.288,6.089,9.096,4.774,0,"GTEX_Brain"
5.844,0,3.661,8.828,12.61,9.076,3.939,7.286,8.881,4.976,0,"GTEX_Brain"
5.689,0,0,9.699,11.81,8.956,3.312,6.494,10.03,6.943,0,"GTEX_Brain"
5.625,2.155,2.155,9.95,12.24,8.606,4.654,4.614,9.511,5.858,2.628,"GTEX_Brain"
5.616,0,2.461,9.892,11.84,9.144,3.525,5.645,9.814,6.278,0,"GTEX_Brain"
5.61,0,0,9.325,11.96,8.868,5.61,7.159,10.07,6.107,1.347,"GTEX_Brain"
5.548,0,0,9.125,12.03,8.667,3.974,7.456,9.618,6.252,2.562,"GTEX_Brain"
5.236,1.238,0,8.884,11.71,8.872,5.183,3.696,10.19,6.268,0,"GTEX_Brain"
5.229,0,2.111,9.249,12.11,8.868,2.111,7.317,9.447,5.925,2.933,"GTEX_Brain"
5.089,0,0,9.541,12.42,8.868,4.38,6.517,9.907,5.979,0,"GTEX_Brain"
4.961,0,0,8.979,12.02,9.383,3.016,7.509,9.972,6.398,2.185,"GTEX_Brain"
4.943,0,0,9.575,11.65,8.913,4.689,6.729,9.575,5.752,1.408,"GTEX_Brain"
4.882,1.237,0,9.237,12.17,8.857,5.126,7.341,9.36,5.891,1.237,"GTEX_Brain"
4.849,2.095,1.399,8.971,11.69,9.181,3.975,6.716,10.44,5.905,0,"GTEX_Brain"
4.847,0,1.216,9.343,12.25,8.315,4.287,6.051,9.558,4.912,0,"GTEX_Brain"
4.472,0,0,9.392,12.24,9.044,3.444,6.988,9.497,5.53,1.27,"GTEX_Brain"
3.479,1.429,0,9.241,11.7,9.221,3.862,7.084,10.4,6.556,1.429,"GTEX_Brain"
3.383,0,0,9.181,12.72,8.774,3.383,7.37,9.363,5.373,2.334,"GTEX_Brain"
3.335,0,0,10.23,11.37,8.398,4.821,4.103,9.357,7.194,3.335,"GTEX_Brain"
2.961,0,0,9.065,11.77,8.599,5.858,7.333,8.81,7.954,2.684,"GTEX_Brain"
7.539,0,0,9.163,12.22,8.489,4.197,5.911,8.909,5.157,0,"GTEX_Brain"
7.263,1.053,0,9.598,12.95,9.178,4.959,6.744,9.576,5.231,2.406,"GTEX_Brain"
6.768,1.517,1.517,9.309,12.41,8.917,4.425,5.726,9.926,3.606,2.24,"GTEX_Brain"
6.725,1.284,0,9.124,12.43,8.715,4.399,5.331,9.757,4.298,0,"GTEX_Brain"
6.675,0,3.474,9.305,12.85,8.852,4.079,5.848,9.487,4.755,1.29,"GTEX_Brain"
6.35,0,1.995,9.131,12.65,9.096,5.143,7.094,9.799,6.122,1.318,"GTEX_Brain"
6.269,0,0,9.06,11.78,9.139,4.081,6.421,10.27,6.093,0,"GTEX_Brain"
6.228,0,0,9.868,12.1,8.976,5.094,5.716,9.617,6.073,2.883,"GTEX_Brain"
6.159,0,0,8.681,12.33,9.085,4.009,6.807,9.986,6.159,0,"GTEX_Brain"
5.518,0,0,8.944,11.98,9.125,5.204,7.199,10.08,5.96,0,"GTEX_Brain"
5.505,0,1.884,9.505,11.86,9.193,3.382,5.9,9.502,6.573,0,"GTEX_Brain"
5.459,0,0,9.216,12.6,8.702,4.726,6.347,10.24,6.183,0,"GTEX_Brain"
5.265,0,0,8.851,11.36,9.466,4.952,5.913,10.82,6.349,2.247,"GTEX_Brain"
5.222,0,1.649,8.735,11.61,8.684,5.519,6.769,9.029,5.648,0,"GTEX_Brain"
4.574,0,1.882,8.875,11.92,9.285,5.367,7.16,9.908,6.76,2.671,"GTEX_Brain"
4.107,0,0,7.89,10.89,9.453,4.611,5.462,10.4,6.672,0,"GTEX_Brain"
3.986,0,0,9.391,11.46,9.036,4.94,6.868,10.35,6.825,0,"GTEX_Brain"
3.96,0,0,7.985,11.04,8.75,5.225,5.67,10.3,6.784,0,"GTEX_Brain"
3.922,13.21,1.47,9.915,11.38,8.009,9.244,7.584,8.882,7.259,2.183,"GTEX_Brain"
3.859,2.13,0,8.894,10.99,9.559,5.254,6.291,10.49,6.938,0,"GTEX_Brain"
3.564,2.205,0,11.58,11.81,9,5.832,5.557,9.346,5.92,2.205,"GTEX_Brain"
3.236,0,0,8.655,10.96,9.329,3.976,6.022,10.69,7.062,2.381,"GTEX_Brain"
1.045,0,0,10.6,11.29,8.688,5.841,4.196,10.1,6.687,2.658,"GTEX_Brain"
7.432,2.365,0,9.969,12.6,8.725,5.037,6.218,10.11,5.313,2.365,"GTEX_Brain"
7.126,1.115,1.736,9.36,12.82,8.985,4.114,6.9,10.24,5.425,1.736,"GTEX_Brain"
7.053,1.283,0,9.276,12.98,8.717,3.796,7.235,9.673,5.023,1.951,"GTEX_Brain"
7.019,0,1.021,9.998,12.65,8.597,5.041,5.862,9.829,5.501,2.032,"GTEX_Brain"
6.954,0,0,9.263,12.41,8.615,4.34,5.759,9.042,3.983,2.445,"GTEX_Brain"
6.947,0,0,9.156,12.82,9.294,2.856,6.219,8.681,5.117,1.806,"GTEX_Brain"
6.922,1.234,1.234,9.358,12.61,9.12,2.955,5.983,9.172,5.329,3.187,"GTEX_Brain"
6.653,0,1.004,9.814,12.79,8.649,4.178,6.858,10.16,4.33,0,"GTEX_Brain"
6.572,1.528,0,8.662,12.4,9.26,4.377,5.565,9.168,5.125,1.528,"GTEX_Brain"
6.425,0,0,9.587,12.53,9.091,5.622,5.795,9.223,4.2,0,"GTEX_Brain"
6.367,0,0,9.302,12.58,9.005,4.613,6.543,10.09,5.478,1.082,"GTEX_Brain"
6.307,0,0,9.43,12.78,8.834,4.337,6.8,10,5.249,0,"GTEX_Brain"
6.216,0,0,9.572,12.72,9.04,4.79,6.707,10.12,4.79,2.115,"GTEX_Brain"
6.191,8.756,1.065,9.669,12.21,9.121,7.43,7.321,9.407,5.252,0,"GTEX_Brain"
6.1,1.076,1.076,9.426,12.94,8.942,4.388,7.69,10.28,6.003,0,"GTEX_Brain"
6.098,1.075,2.111,9.288,12.92,8.949,4.386,6.456,9.251,4.999,2.111,"GTEX_Brain"
6.024,0.9683,0,9.432,12.58,9.013,4.845,7.204,9.514,5.745,1.543,"GTEX_Brain"
6.01,0,0,9.021,12.23,9.37,3.608,7.163,10.28,5.394,1.519,"GTEX_Brain"
5.911,0,0,10.23,12.52,8.862,5.008,6.282,9.123,4.017,0.8475,"GTEX_Brain"
5.765,0,0,9.188,11.56,9.414,3.381,6.256,10.28,5.959,1.362,"GTEX_Brain"
5.715,0,0,8.7,11.33,9.434,3.126,5.959,10.29,6.628,0,"GTEX_Brain"
5.56,0,1.263,9.288,12.54,8.683,3.232,6.05,9.817,5.516,0,"GTEX_Brain"
5.291,0,0,8.965,11.93,8.792,3.778,6.498,10.28,6.273,0,"GTEX_Brain"
5.134,0,1.351,10.02,11.91,8.926,4.505,5.266,8.392,5.369,0,"GTEX_Brain"
4.719,2.13,0,8.702,11.73,8.993,5.254,7.311,9.811,6.417,0,"GTEX_Brain"
4.339,0,0,8.314,11.37,8.439,0,5.484,9.607,6.284,3.408,"GTEX_Brain"
4.077,0,0,9.9,11.65,9.432,3.296,6.108,10.3,6.391,0,"GTEX_Brain"
2.966,0,0,9.23,11.39,9.259,4.731,6.695,10.28,6.247,0,"GTEX_Brain"
2.688,0,0,10.7,11.49,9.593,3.333,4.831,9.305,5.928,2.688,"GTEX_Brain"
2.019,2.019,0,9.274,11.18,9.381,4.752,4.525,10.46,6.383,2.829,"GTEX_Brain"
8.737,3.477,0,7.468,11.09,9.436,5.156,5.22,8.793,7.494,1.047,"TCGA_LGG"
8.146,1.302,0.7934,10.04,11.42,9.265,4.612,3.434,12.02,6.913,1.975,"TCGA_LGG"
8.106,5.072,1.189,8.867,10.86,7.167,9.846,9.191,10.27,7.897,2.887,"TCGA_LGG"
8.08,9.642,0,9.162,11.58,9.178,7.243,6.384,11.44,5.629,1.176,"TCGA_LGG"
7.953,2.304,0,9.854,11.83,8.432,5.552,3.795,11.96,7.296,1.57,"TCGA_LGG"
7.366,4.758,0.6257,8.73,12.31,8.522,6.657,5.383,10.41,5.987,1.893,"TCGA_LGG"
7.328,2.629,1.106,7.922,11.98,9.14,6.109,4.624,9.74,7.494,2.629,"TCGA_LGG"
7.281,1.452,0,8.736,11.39,8.558,6.121,3.749,9.714,6.526,0.9016,"TCGA_LGG"
7.187,2.215,1.357,8.202,11.77,8.543,5.999,5.139,9.29,5.825,1.029,"TCGA_LGG"
7.151,4.214,1.494,8.376,12.44,7.811,7.151,5.869,9.352,6.067,4.167,"TCGA_LGG"
7.067,3.497,1.246,10.01,11.39,8.032,8.319,6.786,10.67,7.201,2.536,"TCGA_LGG"
6.95,1.443,0,8.621,12.43,8.456,3.572,4.918,10.9,5.098,1.719,"TCGA_LGG"
6.887,7.857,3.556,9.06,11.84,9.153,6.468,4.152,9.494,6.73,2.296,"TCGA_LGG"
6.886,0.6963,0,9.693,12.8,8.705,4.944,6.126,9.714,5.347,1.517,"TCGA_LGG"
6.825,0.6731,0,9.656,11.83,8.378,6.476,3.96,9.578,5.023,0.6731,"TCGA_LGG"
6.759,3.341,0,9.126,11.3,8.621,5.396,5.094,10.55,6.254,4.02,"TCGA_LGG"
6.689,4.824,1.008,9.446,11.51,8.892,6.216,4.166,8.411,6.639,1.819,"TCGA_LGG"
6.653,5.773,0.8889,8.936,11.36,7.421,6.771,5.749,10.47,7.836,4.635,"TCGA_LGG"
6.541,4.353,1.172,8.505,11.45,8.375,7.499,6.191,10.85,8.22,3.759,"TCGA_LGG"
6.503,0.8374,0,8.881,10.99,9.483,6.118,4.92,8.809,7.874,2.303,"TCGA_LGG"
6.494,0,0.7961,9.587,12.73,8.759,4.702,5.075,9.749,5.184,1.98,"TCGA_LGG"
6.294,1.476,0,9.451,11.73,7.734,5.159,2.52,11.91,7.191,1.876,"TCGA_LGG"
6.271,1.479,0.674,9.316,11.32,8.868,4.887,2.227,8.518,6.106,0.674,"TCGA_LGG"
6.207,1.911,0,8.567,11.46,8.297,6.584,4.706,10.34,8.451,2.282,"TCGA_LGG"
6.207,0.568,0,9.191,11.44,8.623,6.037,2.769,8.197,6.188,2.763,"TCGA_LGG"
6.111,0,0,9.76,12.69,9.071,4.701,4.738,8.633,5.316,0,"TCGA_LGG"
6.025,3.562,0.7828,11.02,11.76,8.733,7.412,5.017,9.788,7.258,2.595,"TCGA_LGG"
5.995,4.727,0,10.46,11.95,8.158,7.236,6.607,8.729,6.354,0.6973,"TCGA_LGG"
5.854,9.853,3.571,9.331,11.56,8.571,7.805,6.116,10.25,6.248,3.711,"TCGA_LGG"
5.795,0.8788,1.421,9.619,11.28,9.36,5.584,2.361,10.65,7.455,1.814,"TCGA_LGG"
5.73,6.502,0,7.844,11.49,8.392,6.942,5.434,8.609,6.513,2.309,"TCGA_LGG"
5.717,3.376,1.358,8.676,11.72,9.175,5.297,3.908,9.254,6.39,1.358,"TCGA_LGG"
5.684,8.458,4.411,9.439,11.54,8.379,8.682,7.017,10.33,7.314,4.63,"TCGA_LGG"
5.67,4.715,1.487,8.342,11.45,9.198,7.517,6.554,8.612,6.603,0.6792,"TCGA_LGG"
5.663,0,0,9.561,12.28,8.741,4.757,4.962,9.834,5.972,2.212,"TCGA_LGG"
5.654,2.34,1.112,8.579,11.77,8.955,4.698,4.768,9.338,4.698,1.732,"TCGA_LGG"
5.649,2.288,0,10.05,11.36,9.086,6.812,4.906,8.5,6.877,0.72,"TCGA_LGG"
5.63,3.319,1.484,8.148,11.69,9.008,7.429,4.536,9.013,7.351,3.135,"TCGA_LGG"
5.621,0,0.9886,9.515,12.3,9.021,4.65,5.454,9.535,5.404,1.308,"TCGA_LGG"
5.596,0,0,9.274,11.68,9.949,4.358,2.043,6.934,5.735,2.165,"TCGA_LGG"
5.591,1.186,0,8.477,11.75,8.69,6.423,3.891,7.986,6.017,2.066,"TCGA_LGG"
5.547,0.6462,0,9.628,11.85,8.807,5.439,2.832,8.768,6.487,1.43,"TCGA_LGG"
5.543,4.307,0,8.779,11.12,9.069,6.991,6.08,6.881,6.396,3.178,"TCGA_LGG"
5.535,1.006,0,9.563,12.06,8.803,4.503,3.907,10.25,5.989,0.5889,"TCGA_LGG"
5.535,0,0.6417,10.26,12.26,8.963,4.649,4.582,10.62,6.475,2.299,"TCGA_LGG"
5.53,4.656,2.547,8.965,11.16,9.013,7.669,6.297,9.049,6.589,1.386,"TCGA_LGG"
5.503,0,0.663,9.111,11.12,9.362,5.726,1.667,9.538,6.942,1.97,"TCGA_LGG"
5.488,0,0.6575,9.932,12.39,8.8,4.367,4.727,9.239,5.224,0.6575,"TCGA_LGG"
5.417,0,0,8.53,11.23,8.452,5.887,1.848,10.37,6.366,0,"TCGA_LGG"
5.366,3.083,0,8.358,11.79,8.261,6.338,3.584,9.227,5.736,1.954,"TCGA_LGG"
5.36,1.767,0.849,10.42,12.51,8.76,5.794,4.065,10.86,6.37,1.38,"TCGA_LGG"
5.332,0,0.9206,8.411,11.86,8.032,5.839,4.86,10.78,7.186,0.9206,"TCGA_LGG"
5.258,0,0,7.771,11.1,9.388,3.843,3.316,11.08,5.435,1.079,"TCGA_LGG"
5.244,4.555,0.9261,9.238,11.21,8.779,7.57,6.061,10.37,7.049,1.485,"TCGA_LGG"
5.234,0.6217,0,9.588,12.01,8.755,4.529,4.263,10.54,5.39,2.254,"TCGA_LGG"
5.227,5.256,2.239,8.836,11.46,8.767,6.577,7.425,11.63,7.1,0.8024,"TCGA_LGG"
5.226,4.264,0,8.925,11.25,8.737,6.188,4.597,10.71,5.189,0,"TCGA_LGG"
5.222,7.74,0,8.764,11.15,9.043,6.899,5.753,10.67,6.376,2.768,"TCGA_LGG"
5.193,2.827,1.6,8.523,11.85,8.57,7.942,7.581,10.09,7.474,3.606,"TCGA_LGG"
5.164,2.341,0,8.9,11.19,9.152,6.562,4.167,8.064,6.442,1.733,"TCGA_LGG"
5.153,3.738,1.16,9.977,12,7.178,4.375,1.512,8.896,6.218,0.6936,"TCGA_LGG"
5.153,2.112,0,8.815,11.48,9.093,5.423,4.439,7.933,5.812,2.112,"TCGA_LGG"
5.141,5.999,0,9.141,11.41,8.718,7.536,7.324,10.44,7.123,2.042,"TCGA_LGG"
5.106,0,0.9879,8.507,11.19,9.045,5.298,5.008,8.638,6.368,1.982,"TCGA_LGG"
5.081,0,0,9.16,11.93,8.546,6.588,5.464,9.79,6.224,1.227,"TCGA_LGG"
5.065,1.349,0.8265,9.007,11.29,9.427,3.362,3.556,9.387,5.825,2.033,"TCGA_LGG"
5.055,0,0,7.884,11.51,9.411,3.738,3.435,11.07,5.35,1.612,"TCGA_LGG"
4.918,2.471,0,8.645,11.46,8.64,6.229,3.604,10.63,7.188,1.847,"TCGA_LGG"
4.865,0,0,9.235,12.54,8.977,5.402,5.747,9.794,5.61,0,"TCGA_LGG"
4.841,1.42,0,7.901,10.61,8.72,4.841,1.861,8.534,6.937,0.8784,"TCGA_LGG"
4.841,0,0,9.312,12.23,8.426,4.953,4.732,8.666,6.084,0,"TCGA_LGG"
4.798,1.907,0,8.233,12.43,8.401,5.329,5.038,9.854,6.563,0.7551,"TCGA_LGG"
4.789,8.754,1.538,8.965,12.08,9.269,6.339,7.439,10.57,6.88,2.454,"TCGA_LGG"
4.753,1.143,0.6816,10.39,11.97,8.879,3.569,3.326,9.983,5.475,0,"TCGA_LGG"
4.753,0,0.8188,8.932,11.19,8.757,4.833,3.826,8.546,6.461,2.269,"TCGA_LGG"
4.742,0,0,9.042,10.77,9.788,6.054,4.359,9.393,7.519,2.372,"TCGA_LGG"
4.731,0,0,9.707,12.08,8.982,4.202,4.585,9.348,6.131,2.092,"TCGA_LGG"
4.728,4.515,0,9.194,11.32,8.207,6.544,4.666,10.34,6.985,1.778,"TCGA_LGG"
4.723,2.35,0,9.923,12.32,7.78,6.905,5.729,10.74,7.948,3.543,"TCGA_LGG"
4.689,0,0,8.243,11.44,8.06,4.486,0,9.473,4.78,2.73,"TCGA_LGG"
4.687,0.7392,1.226,8.258,11.41,8.347,6.381,2.662,9.554,5.734,0,"TCGA_LGG"
4.684,1.224,0.7379,9.638,11.71,9.212,4.757,3.54,8.654,5.617,1.224,"TCGA_LGG"
4.67,1.924,1.924,9.22,13.09,9.164,5.223,6.446,9.396,6.148,0.7647,"TCGA_LGG"
4.647,0.8716,0,10.17,11.4,8.611,6.177,2.348,9.903,7.027,0,"TCGA_LGG"
4.627,2.021,0,8.878,11.43,9.077,3.807,4.11,8.086,5.322,0.8193,"TCGA_LGG"
4.595,0,0,7.735,11.55,9.025,5.135,4.088,9.204,5.739,0,"TCGA_LGG"
4.59,0,1.958,8.583,11.21,8.991,4.59,0,7.97,6.043,1.289,"TCGA_LGG"
4.587,1.087,0.6432,9.672,12.26,8.882,4.716,4.312,10.08,5.522,1.087,"TCGA_LGG"
4.581,0.8406,2.309,8.723,11.94,8.463,4.628,5.138,9.495,5.645,2.058,"TCGA_LGG"
4.562,7.782,2.419,9.461,11.24,8.645,6.866,5.513,10.05,7.243,1.852,"TCGA_LGG"
4.549,0.6833,0,8.253,11.4,8.938,5.151,1.145,8.729,6.522,1.775,"TCGA_LGG"
4.546,1.924,0,9.189,12.26,8.195,5.701,4.3,10.16,6.499,0.7645,"TCGA_LGG"
4.529,1.169,1.169,9.079,11.17,8.947,4.722,1.202,8.389,6.314,2.254,"TCGA_LGG"
4.514,6.179,1.496,10.46,11.95,7.53,5.375,4.922,9.176,4.935,0.9337,"TCGA_LGG"
4.512,0,0,9.175,11.77,8.825,2.625,3.603,7.152,4.65,1.721,"TCGA_LGG"
4.489,0,0,11.4,11.89,9.031,4.403,8.463,12.15,5.88,2.088,"TCGA_LGG"
4.471,6.344,1.08,8.902,12.05,8.771,6.176,5.648,7.647,7.086,3.388,"TCGA_LGG"
4.466,0,0,7.893,11.83,9.16,4.549,4.266,9.504,5.518,1.863,"TCGA_LGG"
4.456,0,0,7.552,11.12,7.869,4.64,3.37,10.83,7.246,0,"TCGA_LGG"
4.439,0.6409,0,9.785,11.84,9.335,4.058,4.101,8.865,4.24,1.695,"TCGA_LGG"
4.425,0.6354,0,8.86,12.46,8.454,4.461,4.936,10.03,5.802,1.684,"TCGA_LGG"
4.417,0,0.7103,8.888,12.08,8.961,4.919,4.187,8.828,6.175,1.54,"TCGA_LGG"
4.393,2.464,0,9.351,11.94,9.21,6.208,5.243,9.288,6.472,2.285,"TCGA_LGG"
4.377,1.137,0,8.658,11.87,8.364,5.342,2.868,9.871,6.572,1.137,"TCGA_LGG"
4.366,0,0.6007,8.939,11.65,9.207,4.33,5.222,10.68,6.246,1.616,"TCGA_LGG"
4.342,5.477,2.039,9.254,11.6,8.79,7.648,7.206,9.775,7.113,1.519,"TCGA_LGG"
4.328,3.724,0,7.947,11.97,8.869,5.205,5.348,9.745,6.17,1.337,"TCGA_LGG"
