"TDO2","IDO1","IDO2","AFMID","GOT2","AADAT","KYNU","KMO","QPRT","HAAO","ACMSD","Clase"
6.194,5.637,0.9282,7.93,11.99,8.241,7.393,6.892,11.24,7.139,2.872,"TCGA_GM"
6.069,2.761,1.192,9.557,12.27,8.634,6.188,6.74,11.44,7.839,4.992,"TCGA_GM"
5.997,2.881,0,8.761,11.98,8.171,7.91,5.904,11.18,7.504,0.8444,"TCGA_GM"
5.958,4.002,0,9.05,12.04,7.396,7.199,5.571,10,6.1,0,"TCGA_GM"
5.895,4.456,0,8.807,11.62,8.197,7.933,7.59,10.41,7.766,4.793,"TCGA_GM"
5.796,1.381,0,10.02,11.74,8.663,6.027,6.319,9.496,7.086,0,"TCGA_GM"
5.717,4.28,1.156,11.31,12.21,9.051,6.818,6.518,9.816,7.177,2.228,"TCGA_GM"
5.703,1.912,0,8.835,12.16,8.487,6.63,5.3,10.66,6.39,2.363,"TCGA_GM"
5.65,3.959,0,8.773,11.76,8.871,6.99,5.989,11.08,7.111,1.255,"TCGA_GM"
5.625,2.742,0,8.806,11.55,9.009,5.925,4.379,10.41,5.401,1.648,"TCGA_GM"
5.577,9.111,0,8.856,11.98,7.62,6.388,4.38,10.4,6.591,2.291,"TCGA_GM"
5.42,3.375,0.7833,9.18,11.81,8.753,7.602,8.306,8.775,7.182,5.125,"TCGA_GM"
5.268,0,1.743,9.322,11.56,8.523,6.173,5.407,9.96,6.142,3.67,"TCGA_GM"
5.26,3.802,0,9.608,11.69,8.389,7.581,6.255,9.54,6.576,1.716,"TCGA_GM"
5.168,2.66,0,9.193,12.05,8.399,6.527,5.021,9.13,6.673,3.226,"TCGA_GM"
5.12,0,0,9.595,10.99,8.969,5.211,6.601,9.151,5.594,1.702,"TCGA_GM"
5.107,2.04,0,9.102,12.18,8.967,6.135,5.316,8.686,6.3,1.737,"TCGA_GM"
5.058,2.49,0,8.533,11.99,7.976,5.778,6.311,10.72,5.56,5.56,"TCGA_GM"
5.017,0,0,7.821,12.16,8.774,6.112,3.451,9.384,5.89,1.482,"TCGA_GM"
4.939,3.985,0,8.649,12.06,9.096,6.069,3.924,9.425,6.171,0.6942,"TCGA_GM"
4.905,4.225,0,8.629,11.28,8.309,5.82,6.121,10.58,8.211,2.077,"TCGA_GM"
4.822,6.793,1.899,9.499,10.79,8.486,7.684,6.576,10.54,8.094,2.355,"TCGA_GM"
4.791,6.568,0,10.67,12.24,8.166,7.581,7.249,10.94,6.357,3.475,"TCGA_GM"
4.769,3.643,0,8.995,11.68,7.906,6.041,4.486,9.589,6.564,2.099,"TCGA_GM"
4.722,8.827,1.757,9.319,11.89,7.882,7.712,5.241,8.297,6.08,3.598,"TCGA_GM"
4.704,4.368,0,9.435,12.44,7.717,6.902,5.429,11.45,7.035,1.601,"TCGA_GM"
4.691,2.478,0,8.736,11.66,8.404,7.19,4.721,10.43,6.703,1.206,"TCGA_GM"
4.623,1.571,0,10.61,11.4,8.805,6.189,5.093,9.428,5.787,1.571,"TCGA_GM"
4.59,8.007,0,9.2,11.11,8.333,7.059,5.148,10.82,6.602,2.489,"TCGA_GM"
4.586,1.507,0,10.28,11.77,8.265,7.676,5.993,10.38,7.389,3.697,"TCGA_GM"
4.555,1.322,0,8.778,11.68,8.687,5.023,4.46,10.36,4.508,2,"TCGA_GM"
4.496,5.988,0,8.695,11.8,9.061,6.565,5.483,10.63,7.651,3.076,"TCGA_GM"
4.384,4.447,0,9.34,11.63,8.586,5.784,4.998,9.305,6.496,1.728,"TCGA_GM"
4.378,4.94,0,8.469,12.18,8.874,5.842,5.615,9.532,6.923,1.344,"TCGA_GM"
4.357,2.339,0,8.462,11.57,7.571,6.645,5.572,10.34,7.316,4.038,"TCGA_GM"
4.209,4,0,9.053,12.12,8.943,6.272,5.689,8.943,6.426,2.248,"TCGA_GM"
4.16,3.239,0,8.903,11.74,9.379,4.85,5.654,8.756,5.737,2.954,"TCGA_GM"
4.107,4.047,0,8.283,12.37,9.486,4.869,4.557,9.862,4.761,0.7704,"TCGA_GM"
4.062,5.051,0,8.377,10.92,8.265,6.492,5.435,9.97,6.141,0,"TCGA_GM"
3.757,5.535,0,8.655,12,8.371,6.142,4.129,9.687,5.918,4.941,"TCGA_GM"
3.58,6.976,0,8.8,11.97,8.449,5.684,5.303,7.142,5.201,1.674,"TCGA_GM"
3.414,1.314,0.8015,8.779,11.97,8.506,4.542,4.166,9.425,6.694,1.314,"TCGA_GM"
3.159,1.215,0,9.228,11.44,8.943,5.414,5.137,9.213,4.67,0,"TCGA_GM"
2.865,5.274,0,7.751,12.59,7.428,6.854,5.685,11.42,8.507,2.7,"TCGA_GM"
2.535,3.944,0,9.672,11.53,8.722,7.13,5.532,9.169,6.568,3.495,"TCGA_GM"
2.319,6.083,0,10.14,12.24,8.603,5.581,3.449,9.824,6.841,0,"TCGA_GM"
7.262,1.102,0,9.739,12.34,9.083,3.64,5.252,9.741,4.649,1.102,"GTEX_Brain"
6.957,0,0,9.321,12.67,8.94,5.113,6.874,10.35,5.518,1.926,"GTEX_Brain"
6.589,1.205,0,9.45,12.43,8.915,3.941,6.743,9.768,5.127,0,"GTEX_Brain"
6.575,1.932,0,9.442,12.46,9.028,3.617,5.749,9.751,4.866,1.268,"GTEX_Brain"
6.562,0,1.955,9.275,12.58,9.234,4.825,5.98,10.01,5.556,1.286,"GTEX_Brain"
6.49,0,1.117,9.705,12.64,9.046,3.527,7.044,9.147,5.307,1.74,"GTEX_Brain"
6.466,2.902,2.083,9.451,11.84,9.208,5.194,6.823,9.724,4.833,2.549,"GTEX_Brain"
6.435,0,0,9.711,12.76,9.05,2.875,6.215,9.192,4.599,2.385,"GTEX_Brain"
6.33,0,1.105,9.818,12.65,9.191,3.645,7.401,9.736,5.407,2.487,"GTEX_Brain"
6.318,0,1.007,9.788,12.74,8.882,3.473,6.133,9.542,4.968,1.595,"GTEX_Brain"
6.269,0,0,9.6,12.12,9.038,3.479,6.388,9.871,5.436,0,"GTEX_Brain"
6.259,0,2.22,9.44,12.48,9.514,3.427,6.899,9.478,4.52,1.782,"GTEX_Brain"
6.221,0,1.958,9.259,12.44,8.872,2.76,7.083,10,5.372,1.958,"GTEX_Brain"
6.181,0,2.063,9.187,12.73,8.925,4.725,7.128,9.077,5.558,2.063,"GTEX_Brain"
6.166,0,1.052,9.479,12.93,8.944,4.266,7.025,9.356,4.853,0,"GTEX_Brain"
6.087,0,0,9.349,12.65,9.061,4.075,6.748,9.567,7.047,1.466,"GTEX_Brain"
6.046,0,0,8.781,12.1,9.211,2.47,7.768,9.475,5.627,2.47,"GTEX_Brain"
6.009,0,0,9.728,12.36,8.937,5.926,5.199,10.13,4.415,1.135,"GTEX_Brain"
6.001,0,1.684,9.839,12.38,8.997,2.707,6.453,9.173,4.137,1.684,"GTEX_Brain"
5.976,0,1.307,9.357,12.63,8.986,4.784,6.307,9.715,5.942,2.44,"GTEX_Brain"
5.955,0,1.091,10.08,12.3,9.507,3.864,6.907,9.703,5.42,2.733,"GTEX_Brain"
5.941,1.955,0,9.305,11.91,9.269,4.497,6.234,8.728,4.402,0,"GTEX_Brain"
5.891,0,1.086,9.419,12.5,9.097,5.162,5.993,9.495,4.245,1.086,"GTEX_Brain"
5.889,0,0.8376,8.833,13.04,9.188,3.923,7.855,9.037,4.065,2.303,"GTEX_Brain"
5.858,1.181,1.181,9.508,12.7,8.741,2.601,7.212,9.777,5.419,1.821,"GTEX_Brain"
5.744,0,0,9.267,12.62,8.97,4.082,6.038,9.948,5.294,2.531,"GTEX_Brain"
5.743,0,1.299,9.446,12.75,8.734,3.053,6.52,9.786,4.69,1.971,"GTEX_Brain"
5.728,0,0,9.358,12.7,8.646,3.31,6.758,9.495,5.362,1.99,"GTEX_Brain"
5.7,2.579,0,10.13,12.39,8.94,3.608,6.891,10.22,5.63,1.802,"GTEX_Brain"
5.688,0,0,9.326,12.6,8.832,3.949,6.175,9.526,5.282,2.463,"GTEX_Brain"
5.683,0,0,9.129,12.51,8.934,4.548,6.371,9.274,5.775,2.124,"GTEX_Brain"
5.679,1.984,1.984,8.979,12.21,9.652,5.188,7.188,9.873,5.3,3.068,"GTEX_Brain"
5.657,0,1.796,9.401,12.89,9.103,3.74,7.245,9.7,5.621,1.161,"GTEX_Brain"
5.639,0,0,9.106,11.54,9.622,4.437,6.661,9.99,5.888,2.73,"GTEX_Brain"
5.561,0,0,10.56,12.3,9.025,4.489,6.525,9.69,5.344,1.406,"GTEX_Brain"
5.517,0,0,9.286,12.39,8.624,6.053,5.104,9.495,5.478,1.775,"GTEX_Brain"
5.503,0,0,10.45,12.19,8.858,5.149,6.863,9.173,5.503,3.98,"GTEX_Brain"
5.446,1.304,0,9.389,12.45,9.088,3.672,6.766,9.527,4.219,1.304,"GTEX_Brain"
5.44,1.747,0,10.11,12.32,9.233,3.803,6.771,9.321,5.817,2.784,"GTEX_Brain"
5.426,0,0,9.307,12.32,9.044,4.858,6.574,10.21,6.61,1.826,"GTEX_Brain"
5.369,1.128,1.754,9.2,12.63,9.047,4.232,7.122,9.418,5.239,1.754,"GTEX_Brain"
5.358,0,0,9.436,12.26,8.977,6.34,6.78,7.769,6.12,5.546,"GTEX_Brain"
5.221,0,0,9.983,12.22,9.051,3.884,6.167,9.718,4.211,1.171,"GTEX_Brain"
5.181,1.096,1.096,9.271,12.56,8.721,3.757,5.46,9.034,5.391,1.712,"GTEX_Brain"
5.084,0,0,10.11,12.25,9.047,3.631,6.046,9.291,4.912,1.18,"GTEX_Brain"
5.005,0,0,9.35,12.81,8.712,4.049,7.641,9.277,5.318,2.039,"GTEX_Brain"
5,1.886,0,9.531,12.38,8.484,4.211,5.937,9.421,4.211,1.231,"GTEX_Brain"
4.899,0,0,9.762,12.45,8.638,3.947,4.755,10.12,5.36,1.38,"GTEX_Brain"
4.892,1.952,1.284,8.929,12.74,9.019,3.641,7.351,10.22,5.413,1.284,"GTEX_Brain"
4.884,1.2,0,9.281,11.98,8.636,4.681,5.843,9.033,5.725,1.846,"GTEX_Brain"
4.873,3.383,0,9.194,11.77,7.998,0,4.091,8.733,4.873,0,"GTEX_Brain"
4.839,1.252,0,11.43,12.06,9.51,3.591,4.042,9.437,5.849,2.983,"GTEX_Brain"
4.756,0,1.799,9.037,12.1,9.158,4.942,7.236,9.942,5.919,1.799,"GTEX_Brain"
4.734,0,1.114,9.741,12.64,9.333,2.77,7.67,9.815,4.855,1.114,"GTEX_Brain"
4.482,1.875,0,9.495,11.33,8.899,4.089,4.912,10.04,6.411,0,"GTEX_Brain"
4.477,0,0,10.45,11.77,8.274,4.477,2.66,9.234,6.132,3.541,"GTEX_Brain"
4.28,0,0,9.442,12.52,9.095,3.952,6.63,9.731,5.556,1.861,"GTEX_Brain"
4.246,0,2.094,9.336,12.54,9.15,2.914,6.932,9.727,5.596,2.094,"GTEX_Brain"
4.243,1.319,1.319,9.279,12.42,8.983,2.455,7.012,9.524,5.316,1.319,"GTEX_Brain"
4.199,0,0,8.601,11.43,8.479,4.199,5.696,8.993,4.199,0,"GTEX_Brain"
4.089,0,0,9.569,12.39,9.053,3.484,7.154,8.574,4.603,3.283,"GTEX_Brain"
4.063,0,0,9.424,12.28,8.728,4.488,6.451,9.738,5.141,1.948,"GTEX_Brain"
3.895,1.108,0,9.616,12.75,8.863,4.447,6.349,9.381,4.447,2.16,"GTEX_Brain"
3.78,2.881,0,10.16,12.12,8.385,4.474,5.68,8.928,5.441,2.881,"GTEX_Brain"
3.757,6.141,0,9.224,11.79,8.67,5.32,6.766,9.69,6.169,3.224,"GTEX_Brain"
3.714,0,1.145,9.199,12.65,9.175,2.82,7.602,9.73,5.795,2.213,"GTEX_Brain"
3.685,0,0,9.191,11.71,9.243,6.51,6.949,9.996,6.687,1.754,"GTEX_Brain"
3.522,1.459,0,9.389,11.3,8.655,5.642,4.764,9.69,5.365,2.169,"GTEX_Brain"
3.486,0,0,9.525,12.87,8.874,4.42,7.73,9.496,5.822,1.708,"GTEX_Brain"
3.044,0,0,10.42,12.33,9.175,3.478,6.514,9.98,5.378,2.765,"GTEX_Brain"
2.825,0,0,9.743,10.63,9.012,6.963,6.516,9.436,6.36,0,"GTEX_Brain"
2.769,0,0,10.32,11.46,8.965,4.764,7.67,9.524,6.874,2.769,"GTEX_Brain"
0,0,0,9.119,11.09,7.612,7.076,5.251,9.618,7.809,2.067,"GTEX_Brain"
7.535,0,2.171,9.388,12.81,9.229,4.971,6.692,9.511,4.46,1.738,"GTEX_Brain"
7.373,0,0,9.439,13.19,9.041,4.211,6.924,9.959,5.428,2.504,"GTEX_Brain"
7.37,0,2.603,9.182,12.73,9.187,3.828,6.676,9.78,5.448,1.6,"GTEX_Brain"
7.17,0,1.742,9.695,12.93,8.915,4.612,6.844,10.13,5.393,1.119,"GTEX_Brain"
7.137,0,2.615,9.646,12.79,8.8,3.648,7.092,9.341,4.034,1.19,"GTEX_Brain"
7.135,0,1.881,8.946,12.66,8.977,4.205,5.764,9.83,4.573,1.227,"GTEX_Brain"
7.127,1.109,0,9.433,12.61,9.426,4.522,7.502,9.997,5.291,0,"GTEX_Brain"
6.747,0,1.297,8.727,12.15,9.146,3.82,7.093,9.491,5.574,0,"GTEX_Brain"
6.607,0,1.204,8.878,12.04,9.218,5.767,6.669,10.16,6.235,1.204,"GTEX_Brain"
6.583,0,1.09,8.855,12.8,9.322,5.3,7.069,10.3,4.415,1.09,"GTEX_Brain"
6.531,0,0,9.199,12.58,9.271,4.242,6.101,9.699,4.777,0,"GTEX_Brain"
6.339,0,0,8.95,12.22,9.16,4.688,5.4,10.65,5.924,0,"GTEX_Brain"
6.333,2.832,1.605,9.303,11.97,8.951,3.934,6.86,9.828,5.81,2.832,"GTEX_Brain"
6.311,0,2.07,8.779,12.32,9.2,3.609,6.871,9.388,4.818,0,"GTEX_Brain"
6.259,0,0,8.9,11.9,8.834,3.864,6.535,10.24,5.788,0,"GTEX_Brain"
6.238,1.151,1.783,9.233,12.86,9.019,4.077,7.549,10.19,5.955,1.783,"GTEX_Brain"
6.206,0,0,9.212,12.04,9.069,5.685,5.744,9.73,6.011,2.244,"GTEX_Brain"
6.122,2.225,1.787,9.578,11.43,9.179,4.277,6.769,9.955,6.377,3.062,"GTEX_Brain"
5.996,0,0,9.3,12.83,8.979,4.128,7.235,9.989,5.627,0,"GTEX_Brain"
5.929,1.221,0,8.92,12.07,9.27,4.296,7.103,10.16,6.407,0,"GTEX_Brain"
5.877,0,1.209,9.021,12.69,9.486,4.502,8.006,8.775,4.227,2.304,"GTEX_Brain"
5.861,0,3.136,8.991,11.95,9.228,3.665,7.716,9.445,5.497,1.847,"GTEX_Brain"
5.806,1.169,0,9.162,12.57,8.827,5.356,6.425,9.729,4.628,1.169,"GTEX_Brain"
5.751,0,0,9.226,12.49,8.875,5.18,5.881,9.86,3.672,0,"GTEX_Brain"
5.751,0,0,9.117,12.24,9.024,4.564,6.189,9.266,4.564,2.468,"GTEX_Brain"
5.672,1.358,0,9.401,11.94,9.189,4.414,6.319,9.704,5.758,0,"GTEX_Brain"
5.593,0,2.919,8.474,12.22,9.317,4.067,7.449,10.36,6.141,1.21,"GTEX_Brain"
5.504,0,0,8.865,11.61,9.159,4.856,5.713,10.32,6.435,1.403,"GTEX_Brain"
5.479,0,2.166,8.794,11.96,9.081,5.017,6.874,9.87,6.247,0,"GTEX_Brain"
5.47,0,1.118,9.143,11.79,8.762,4.863,5.738,10.17,5.778,0,"GTEX_Brain"
5.399,0,3.125,9.098,11.9,9.067,2.894,6.042,8.802,3.323,0,"GTEX_Brain"
5.399,0,1.1,9.052,12.43,9.493,4.433,8.088,10.23,6.214,0,"GTEX_Brain"
5.343,0,2.151,9.152,12.61,8.758,4.649,6.734,10.07,4.999,0,"GTEX_Brain"
5.222,0,2.056,8.294,11.57,9.417,4.07,5.671,9.892,5.968,0,"GTEX_Brain"
5.216,1.363,1.363,9.263,11.26,8.918,5.154,6.687,9.577,4.948,1.363,"GTEX_Brain"
5.073,1.812,1.174,9.018,12.03,9.165,4.216,6.309,9.268,5.749,2.254,"GTEX_Brain"
4.955,1.138,1.138,9.285,11.94,9.299,4.777,5.955,10.35,5.58,1.766,"GTEX_Brain"
4.859,0,0,9.13,11.33,8.71,5.246,5.75,9.611,6.916,1.185,"GTEX_Brain"
4.83,1.441,2.62,9.125,11.71,8.793,5.142,5.766,9.909,5.276,1.441,"GTEX_Brain"
4.722,0,2.526,8.83,11.91,9.074,4.077,6.729,10.56,6.27,1.371,"GTEX_Brain"
4.691,1.409,0,8.418,11.17,9.029,5.288,5.716,9.732,5.663,0,"GTEX_Brain"
4.689,0,0,9.124,11.6,9.285,4.261,7.019,9.948,5.286,0,"GTEX_Brain"
4.449,0,0,8.412,11.11,9.122,4.915,5.831,10.64,7.258,0,"GTEX_Brain"
4.415,2.667,0,10.61,11.56,8.507,6.471,5.688,9.426,6.604,1.651,"GTEX_Brain"
4.374,1.068,0,9.553,11.81,9.446,4.213,6.912,10.37,6.524,1.675,"GTEX_Brain"
4.297,0,2.407,8.886,11.63,9.248,4.187,7.117,10.26,6.724,1.952,"GTEX_Brain"
4.284,1.61,0,9.479,11.1,8.243,5.592,3.95,9.117,5.081,0,"GTEX_Brain"
4.113,0,2.686,8.575,11.47,8.749,4.113,5.88,9.06,4.113,0,"GTEX_Brain"
4.026,0,0,8.247,10.93,9.938,4.384,7.152,10.56,6.835,0,"GTEX_Brain"
3.911,0,0,8.653,11.97,8.703,5.174,4.093,9.903,5.174,0,"GTEX_Brain"
3.896,0,0,8.607,11.7,9.294,3.717,6.278,10.25,6.138,0,"GTEX_Brain"
3.841,0,0,9.205,11.16,8.749,5.156,5.459,9.783,6.292,1.875,"GTEX_Brain"
3.704,0,0,8.451,10.84,8.905,4.887,4.532,10.67,7.339,1.324,"GTEX_Brain"
3.699,0,0,8.692,10.75,9.219,4.643,5.413,10.13,6.235,0,"GTEX_Brain"
3.579,0,1.498,10.39,11.07,8.257,5.753,3.757,9.737,7.369,2.217,"GTEX_Brain"
3.406,0,0,9.047,11.97,9.28,4.644,6.178,10.11,5.986,1.378,"GTEX_Brain"
3.25,0,1.645,8.128,10.61,9.335,5.131,5.043,10.53,6.688,2.394,"GTEX_Brain"
2.6,0,0,7.975,11,8.276,5.541,6.557,9.015,4.572,1.82,"GTEX_Brain"
2.331,0,1.593,8.186,11.22,8.615,5.739,5.257,9.862,5.221,0,"GTEX_Brain"
1.797,0,0,11.04,10.84,9.576,4.541,2.543,9.235,6.679,3.446,"GTEX_Brain"
7.801,0,0,9.657,12.9,8.872,4.614,6.181,10.23,4.792,1.048,"GTEX_Brain"
7.36,0,0,9.436,12.35,8.72,4.845,4.556,9.571,4.592,2.029,"GTEX_Brain"
7.273,1.064,0,9.405,12.36,9.207,3.434,5.762,9.64,5.251,1.064,"GTEX_Brain"
7.245,0,0,9.597,12.81,9.054,4.471,6.814,10.05,4.387,0,"GTEX_Brain"
7.207,0,0.9182,9.426,12.8,9.237,4.232,7.081,9.165,5.193,1.875,"GTEX_Brain"
7.012,0,1.231,9.288,12.5,9.134,4.102,7.182,9.536,5.669,1.231,"GTEX_Brain"
6.969,0,0,9.321,12.96,9.323,4.069,6.495,9.898,5.505,0,"GTEX_Brain"
6.943,1.006,0,9.272,12.72,8.855,4.26,6.878,10.02,5.182,1.006,"GTEX_Brain"
6.915,0,0.9417,9.095,13.13,9.122,3.591,7.552,9.212,4.929,0.9417,"GTEX_Brain"
6.739,1.012,2.019,9.047,13.01,8.943,4.483,6.465,9.234,4.779,1.602,"GTEX_Brain"
6.736,0,2.006,9.357,12.77,8.9,3.708,7.146,9.941,5.274,0,"GTEX_Brain"
6.658,0,1.585,8.934,11.88,8.867,6.6,6.188,9.674,5.044,0,"GTEX_Brain"
6.578,0,0,9.859,12.41,9.019,3.58,6.173,9.184,4.756,1.245,"GTEX_Brain"
6.49,1.753,2.187,9.595,12.36,8.539,4.231,5.161,9.704,4.555,1.128,"GTEX_Brain"
6.439,0,1.34,9.199,12.87,8.508,4.912,6.699,9.817,5.117,0,"GTEX_Brain"
6.385,0,0,9.069,12.2,9.591,2.809,6.468,9.88,5.525,2.461,"GTEX_Brain"
6.382,0,0,9.795,12.63,8.972,4.164,6.046,9.611,3.48,2.463,"GTEX_Brain"
6.364,1.376,1.376,9.38,12.51,8.901,3.605,7.044,10.07,4.813,1.376,"GTEX_Brain"
6.347,0,0,9.178,12.62,8.91,3.829,6.37,10.02,5.66,2.434,"GTEX_Brain"
6.327,0,0,9.098,12.36,9.387,4.859,7.272,9.151,5.359,0,"GTEX_Brain"
6.327,0,0,8.225,11.88,9.443,4.046,7.645,8.923,5.218,0,"GTEX_Brain"
6.305,1.103,1.103,9.537,12.94,8.954,2.753,6.531,9.985,5.051,2.753,"GTEX_Brain"
6.291,0,1.181,9.738,12.45,9.103,2.875,6.707,9.429,5.761,1.822,"GTEX_Brain"
6.281,1.125,2.184,9.389,12.82,8.988,2.517,7.273,8.854,2.184,0,"GTEX_Brain"
6.273,0,0,9.322,12.73,8.99,3.319,6.746,9.485,5.473,0,"GTEX_Brain"
6.236,0,0,8.955,12.7,8.8,3.772,6.427,9.099,5.645,2.058,"GTEX_Brain"
6.126,0,0,9.28,12.86,9.017,4.976,7.284,9.321,5.214,0,"GTEX_Brain"
6.115,0,0,9.742,12.17,9.276,3.401,6.594,9.714,6.115,2.969,"GTEX_Brain"
6.064,1.362,1.362,8.788,12.27,9.204,4.061,6.391,10.29,5.722,0,"GTEX_Brain"
6.006,0,0,9.553,13.09,8.464,5.151,6.19,9.662,4.097,1.723,"GTEX_Brain"
5.959,0,0,8.649,11.85,9.033,5.736,7.354,8.98,4.582,1.828,"GTEX_Brain"
5.936,0,0,9.204,12.67,8.849,4.569,6.307,9.217,4.302,1.225,"GTEX_Brain"
5.894,0,0,9.023,11.86,9.084,4.316,5.301,9.882,4.834,1.443,"GTEX_Brain"
5.824,0,2.343,9.134,12.46,9.171,4.322,7.028,9.605,4.59,2.961,"GTEX_Brain"
5.678,0,0,9.774,12.34,8.765,3.464,5.023,9.055,5.124,1.811,"GTEX_Brain"
5.659,2.105,1.071,9.121,12.73,8.935,3.293,7.351,9.65,3.828,1.678,"GTEX_Brain"
5.606,1.435,0,8.916,11.82,9.084,4.303,6.711,9.71,5.266,0,"GTEX_Brain"
5.574,0,0,9.438,12.3,9.067,4.84,6.873,9.738,5.858,1.447,"GTEX_Brain"
5.567,1.637,0,8.848,11.95,8.808,4.321,6.338,10.04,5.36,1.637,"GTEX_Brain"
5.56,0,0,9.149,12.54,9.346,4.591,6.759,9.999,5.068,2.868,"GTEX_Brain"
5.532,0,0,9.527,12.76,8.808,2.698,7.385,10.27,4.683,1.246,"GTEX_Brain"
5.497,0,0,9.554,12.83,8.734,4.445,5.576,9.749,4.445,0,"GTEX_Brain"
5.465,0,2.03,8.524,12.31,9.338,4.037,7.764,9.563,4.167,0,"GTEX_Brain"
5.399,0,1.305,9.239,12.18,9.163,4.331,7.619,9.635,5.587,1.305,"GTEX_Brain"
5.276,0,1.175,9.279,12.68,8.904,3.468,6.33,10.15,4.963,1.814,"GTEX_Brain"
5.16,0,2.008,9.305,12.12,9.22,2.008,7.995,9.828,5.668,2.008,"GTEX_Brain"
5.084,0,2.355,8.939,11.78,9.099,4.52,6.22,10.09,4.126,2.355,"GTEX_Brain"
4.861,1.828,0,8.474,11.18,9.205,4.861,6.216,10.31,6.537,0,"GTEX_Brain"
4.842,0,0,8.447,11.44,9.21,4.232,5.083,9.898,5.269,0,"GTEX_Brain"
4.752,0,0,8.536,11.14,8.432,4.13,6.153,8.811,4.13,0,"GTEX_Brain"
4.631,0,1.262,8.946,11.85,9.437,3.764,5.973,9.989,5.277,0,"GTEX_Brain"
4.58,0,0,9.045,12.43,9.049,4.067,6.628,9.904,5.755,0,"GTEX_Brain"
4.425,0,0,9.417,10.62,9.865,4.823,4.927,9.208,5.964,2.142,"GTEX_Brain"
4.385,3.2,1.118,8.94,11.75,9.075,5.681,7.148,8.605,5.866,1.118,"GTEX_Brain"
4.1,0,0,9.536,11.8,9.26,6.189,6.629,9.775,5.901,2.434,"GTEX_Brain"
4.072,0,0,10.98,11.53,8.704,5.817,5.607,9.478,6.698,0,"GTEX_Brain"
4.061,0,1.946,9.48,12.38,8.819,4.485,6.608,8.533,3.634,1.946,"GTEX_Brain"
4.045,0,0,9.833,11.61,8.949,5.217,4.713,9.886,5.474,0,"GTEX_Brain"
3.896,1.452,0,9.306,11.34,8.948,2.99,5.651,10.45,6.831,0,"GTEX_Brain"
3.738,1.612,0,8.622,11.19,9.044,4.683,5.115,10.24,6.269,0,"GTEX_Brain"
3.669,0,1.562,8.827,11.93,9.077,3.428,7.842,8.985,6.233,1.562,"GTEX_Brain"
3.324,0,0,8.785,11.75,9.18,3.947,6.972,10.1,5.14,1.487,"GTEX_Brain"
3.036,0,0,9.338,12.51,9.253,3.359,7.338,9.891,5.947,1.021,"GTEX_Brain"
2.49,1.727,1.107,9.552,12.72,8.869,2.987,7.337,10.13,5.695,1.107,"GTEX_Brain"
2.277,0,0,9.553,12.12,8.929,3.12,0,8.776,3.755,0,"GTEX_Brain"
0.7354,0.7354,0,9.447,11.25,8.721,4.026,0.9343,8.337,5.812,0,"TCGA_LGG"
5.297,1.521,0.952,9.765,12.44,8.754,6.379,5.496,9.863,6.518,0.952,"TCGA_GM"
